timestamp,baseline,context_length,device,world_size,time_s,throughput_tps,latency_ms
2026-04-02T13:22:33.282263+00:00,ring,131072,cuda:0,8,0.8340088178714117,19644.876227826768,0.050903858512659404
2026-04-02T13:22:33.499532+00:00,sliding,131072,cuda:0,8,0.04185219978292783,391472.8517253062,0.0025544555531572164
2026-04-02T13:22:37.008145+00:00,ring,262144,cuda:0,8,-1.0,-1.0,-1.0
2026-04-02T13:22:38.787771+00:00,sliding,262144,cuda:0,8,0.08290240541100502,395259.9425498715,0.0025299806338807684
2026-04-02T13:22:39.374998+00:00,ring,524288,cuda:0,8,-1.0,-1.0,-1.0
2026-04-02T13:22:40.172063+00:00,sliding,524288,cuda:0,8,0.163069615761439,401889.7063930979,0.002488244869406723
